note_file,note_line,ref_kind,ref_file,ref_line_start,ref_line_end,ref_symbol,context
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,7,file,contents/src/dg_integration.F90,,,,"=refs/pull/502/head (5733 lines module header line 1-120) + contents/src/dg_integration.F90 (1324 lines, header line 1-60) + contents/src/slopelimiter."
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,7,file,contents/src/slopelimiter.F90,,,,"nts/src/dg_integration.F90 (1324 lines, header line 1-60) + contents/src/slopelimiter.F90 (206 lines, line 1-50 + SL6 body) 직접 fetch (2026-06-01). PR"
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,18,file-line,dg.F90,51,52,,perty 검증은 PR merge 이후 별도. `dofh = 1` (P1 element) 만 현재 지원 (`dg.F90:51-52`).
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,24,file,//github.c,,,,| URL | https://github.com/adcirc/adcirc/pull/502 |
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,26,symbol,,,,namo626,| Author | `namo626` |
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,44,file,src/dg.F90,,,,"| `src/dg.F90` | **+5,733** | DG 메인 모듈 — modal coefficients, basis functi"
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,45,file,src/dg_integration.F90,,,,"| `src/dg_integration.F90` | **+1,324** | `DG_HYDRO_TIMESTEP` driver — modal time-ste"
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,45,symbol,,,,DG_HYDRO_TIMESTEP,"| `src/dg_integration.F90` | **+1,324** | `DG_HYDRO_TIMESTEP` driver — modal time-step (§4) |"
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,46,file,src/messenger_elem.F90,,,,"| `src/messenger_elem.F90` | **+1,189** | Element-level MPI messenger (face-based exc"
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,47,file,src/precipitation.F90,,,,| `src/precipitation.F90` | +159 | DG-compatible precipitation forcing |
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,48,file,src/slopelimiter.F90,,,,"| `src/slopelimiter.F90` | **+206** | Slope limiter (Barth-Jespersen 계열, slopeflag="
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,54,file,prep/decomp.F,,,,"| `prep/decomp.F` | **+1,303 / -29** | Element-based domain decomposition (D"
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,55,file,prep/prep.F,,,,| `prep/prep.F` | +193 | DG preprocessing 통합 |
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,56,file,prep/pre_global.F,,,,| `prep/pre_global.F` | +62 | DG global pre-processing |
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,57,file,prep/presizes.F,,,,| `prep/presizes.F` | +25 | Array sizing for DG |
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,58,file,prep/adcprep.F,,,,| `prep/adcprep.F` | +29 / -4 | adcprep driver DG flag |
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,59,file,src/momentum.F,,,,| `src/momentum.F` | +32 / -18 | Momentum equation modification for DG coupli
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,60,file,src/timestep.F,,,,| `src/timestep.F` | +9 / -3 | Timestep driver branch (CG vs DG) |
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,61,file,src/wetdry.F,,,,| `src/wetdry.F` | +6 / -2 | Wet-dry algorithm extension |
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,62,file,src/read_input.F,,,,| `src/read_input.F` | +39 / -2 | DG namelist read |
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,63,file,src/wind.F,,,,| `src/wind.F` | +11 | Wind forcing DG |
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,64,file,src/adcirc.F,,,,| `src/adcirc.F` | +5 / -2 | Top-level driver branch |
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,65,file,src/global.F,,,,| `src/global.F` | +4 / -1 | Global state |
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,66,file,src/write_output.F,,,,| `src/write_output.F` | +4 | Output writer DG |
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,70,file,dg.F90,,,,## 3. DG core module (`dg.F90`)
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,95,symbol,,,,prep_DG,"ssenger_elem) 가 read-only 접근. Public public sub-routine 3개: `prep_DG` (초기화), `nodal_to_modal` (변환), `nodal_to_quad_points` (보간)."
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,95,symbol,,,,nodal_to_modal,"ead-only 접근. Public public sub-routine 3개: `prep_DG` (초기화), `nodal_to_modal` (변환), `nodal_to_quad_points` (보간)."
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,95,symbol,,,,nodal_to_quad_points,"lic sub-routine 3개: `prep_DG` (초기화), `nodal_to_modal` (변환), `nodal_to_quad_points` (보간)."
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,128,symbol,,,,NOFF,"- `WDFLG, NCELE` = wet-dry flag — 기존 ADCIRC `NOFF`, `NODECODE` 곱한 element-level flag (CG 와 호환 유지)"
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,128,symbol,,,,NODECODE,"- `WDFLG, NCELE` = wet-dry flag — 기존 ADCIRC `NOFF`, `NODECODE` 곱한 element-level flag (CG 와 호환 유지)"
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,137,symbol,,,,DTVD,"utta — Shu-Osher 1988 표준. `ATVD, BTVD, CTVD` 가 RK stage 계수, `DTVD` 가 stage timestep, `MAX_BOA_DT` 가 max stable timestep. `NRK "
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,137,symbol,,,,MAX_BOA_DT," `ATVD, BTVD, CTVD` 가 RK stage 계수, `DTVD` 가 stage timestep, `MAX_BOA_DT` 가 max stable timestep. `NRK = RK order` (line 64)."
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,147,file,slopelimiter.F90,,,,`SLOPEFLAG = 6` 만 현재 활성 (slopelimiter.F90 line 17-22 — 다른 값은 limiter 호출 안 됨).
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,157,file,dg_integration.F90,,,,## 4. DG time-step driver (`dg_integration.F90`)
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,202,symbol,,,,messenger_elem, **element-level ZE modal coefficient exchange** (신규 module `messenger_elem`)
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,206,file,slopelimiter.F90,,,,## 5. Slope limiter (`slopelimiter.F90`)
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,264,file,momentum.F,,,,### 6.1 `momentum.F` 변경 (+32 -18)
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,266,file-line,dg_integration.F90,50,,,ation 에 DG-modal velocity transfer 추가. `projectMomentum()` (dg_integration.F90:50) 가 modal → nodal projection 수행.
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,268,file,timestep.F,,,,### 6.2 `timestep.F` 변경 (+9 -3)
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,270,file-line,dg.F90,59,,,CG vs DG branch — `DGFLAG` (dg.F90:59) 가 dispatch flag. 기존 CG path 변경 없이 새 DG path 병행.
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,270,symbol,,,,DGFLAG,CG vs DG branch — `DGFLAG` (dg.F90:59) 가 dispatch flag. 기존 CG path 변경 없이 새 DG path 병행.
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,272,file,wetdry.F,,,,### 6.3 `wetdry.F` 변경 (+6 -2)
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,274,file-line,dg.F90,48,49,,`NCELE = NOFF*NODECODE(n1)*NODECODE(n2)*NODECODE(n3)` (dg.F90:48-49) 의 element-level flag 통합. CG `NODECODE` (node-level) 를 elem
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,274,symbol,,,,NODECODE,2)*NODECODE(n3)` (dg.F90:48-49) 의 element-level flag 통합. CG `NODECODE` (node-level) 를 element 곱셈으로 element-level wet-dry 로 확장.
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,276,file,read_input.F,,,,### 6.4 `read_input.F` 변경 (+39 -2)
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,278,symbol,,,,DGFLAG,"DG namelist parameter read (`DGFLAG`, `SLOPEFLAG`, `FLUXTYPE`, `RK_ORDER`, `dofh` 등). Card 형식 미확"
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,278,symbol,,,,SLOPEFLAG,"DG namelist parameter read (`DGFLAG`, `SLOPEFLAG`, `FLUXTYPE`, `RK_ORDER`, `dofh` 등). Card 형식 미확정 (WIP)."
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,278,symbol,,,,FLUXTYPE,"DG namelist parameter read (`DGFLAG`, `SLOPEFLAG`, `FLUXTYPE`, `RK_ORDER`, `dofh` 등). Card 형식 미확정 (WIP)."
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,278,symbol,,,,RK_ORDER,"namelist parameter read (`DGFLAG`, `SLOPEFLAG`, `FLUXTYPE`, `RK_ORDER`, `dofh` 등). Card 형식 미확정 (WIP)."
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,278,symbol,,,,dofh,"ameter read (`DGFLAG`, `SLOPEFLAG`, `FLUXTYPE`, `RK_ORDER`, `dofh` 등). Card 형식 미확정 (WIP)."
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,280,file,messenger_elem.F90,,,,"## 7. Element MPI messenger (`messenger_elem.F90`, 1189 lines)"
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,282,symbol,,,,MESSENGER,신규 module — 기존 ADCIRC node-level `MESSENGER` 와 별개의 **element-level (face-based) ghost-cell exchange**. D
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,284,file-line,dg_integration.F90,60,,,"`dg_integration.F90:60` `UPDATER_elem_mod(ze, ze, ze, 1, 1)` 호출 형태 — 3개 ZE field ×"
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,286,file,prep/decomp.F,,,,## 8. Preprocessing 대규모 변경 (`prep/decomp.F` +1303 lines)
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,288,file,decomp.F,,,,`decomp.F` (domain decomposition) 가 **element-based partition** 추가 — 
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,294,file-line,dg.F90,51,52,,1. **P1 only** (dg.F90:51-52) — `dofh = 1` 만 지원. P2/P3 framework 존재하나 unused.
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,295,file-line,slopelimiter.F90,20,,,2. **slopeflag = 6 only** (slopelimiter.F90:20) — SL1~SL5 비활성.
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,302,file-line,dg.F90,16,,,- DG mass matrix `M_inv` (dg.F90:16) 구성 식 + element local computation
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,302,symbol,,,,M_inv,- DG mass matrix `M_inv` (dg.F90:16) 구성 식 + element local computation
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,306,symbol,,,,slopelimiter6,- `slopelimiter6` 의 reduction factor recipe (Barth-Jespersen vs other)
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,317,symbol,,,,MESSENGER,| MPI exchange | Node-level `MESSENGER` | Node + **Element `MESSENGER_ELEM`** |
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,317,symbol,,,,MESSENGER_ELEM,| MPI exchange | Node-level `MESSENGER` | Node + **Element `MESSENGER_ELEM`** |
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,333,file,//github.c,,,,- 본 PR 자체: https://github.com/adcirc/adcirc/pull/502
models/ADCIRC/source-analysis/adcirc-dg-continuity-solver.md,334,symbol,,,,namo626,- Author: `namo626` (GitHub)
models/ADCIRC/source-analysis/adcirc-domain-design-process.md,60,symbol,,,,NAO99jb,- `NAO99jb`
models/ADCIRC/source-analysis/adcirc-domain-design-process.md,61,symbol,,,,NAO99,- `NAO99`
models/ADCIRC/source-analysis/adcirc-domain-design-process.md,62,symbol,,,,FES2022,- `FES2022`
models/ADCIRC/source-analysis/adcirc-domain-design-process.md,64,symbol,,,,ERA5,- `ERA5`
models/ADCIRC/source-analysis/adcirc-domain-design-process.md,207,symbol,,,,ESLM,- adjust `ESLM`
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,30,symbol,,,,manuals,ual cross-reference** — retrieved via rag_proxy against the `manuals` collection filtered to `model=adcirc` (15 K chunks: officia
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,44,file,src/read_input.F,,,,", boundary conditions | `read_global` / `readMesh` | `[file=src/read_input.F line=380]`, `[file=prep/read_global.F line=96]` | `[file=wi"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,44,file,prep/read_global.F,,,,"` / `readMesh` | `[file=src/read_input.F line=380]`, `[file=prep/read_global.F line=96]` | `[file=wiki:adcirc:Fort.14_file]` — ""contains t"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,44,symbol,,,,read_global,"4** | Mesh geometry: nodes, elements, boundary conditions | `read_global` / `readMesh` | `[file=src/read_input.F line=380]`, `[file=p"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,44,symbol,,,,readMesh,"try: nodes, elements, boundary conditions | `read_global` / `readMesh` | `[file=src/read_input.F line=380]`, `[file=prep/read_glob"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,45,file,src/read_input.F,,,,"specifiers (NOUT*) | `READ_INPUT`, `READ_INPUT_3D` | `[file=src/read_input.F line=394]`, `[file=src/read_input.F line=5296]` | `[file=wi"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,45,file,src/read_input.F,,,,"READ_INPUT_3D` | `[file=src/read_input.F line=394]`, `[file=src/read_input.F line=5296]` | `[file=wiki:adcirc:Fort.15_file]`; key parame"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,45,symbol,,,,READ_INPUT," forcing selectors (NWS, NTIP), output specifiers (NOUT*) | `READ_INPUT`, `READ_INPUT_3D` | `[file=src/read_input.F line=394]`, `[fi"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,45,symbol,,,,READ_INPUT_3D,"tors (NWS, NTIP), output specifiers (NOUT*) | `READ_INPUT`, `READ_INPUT_3D` | `[file=src/read_input.F line=394]`, `[file=src/read_input"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,51,file,src/nodalattr.F,,,,"urface canopy, etc.) | `NWP > 0` | `ReadNodalAttr` | `[file=src/nodalattr.F line=1141]`, `[file=src/nodalattr.F line=1154]` | `[file=wi"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,51,file,src/nodalattr.F,,,,"ReadNodalAttr` | `[file=src/nodalattr.F line=1141]`, `[file=src/nodalattr.F line=1154]` | `[file=wiki:adcirc:Fort.13_file]`; e.g. `mann"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,51,symbol,,,,ReadNodalAttr,"eighting, bridge piers, surface canopy, etc.) | `NWP > 0` | `ReadNodalAttr` | `[file=src/nodalattr.F line=1141]`, `[file=src/nodalattr."
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,51,symbol,,,,mannings_n_at_sea_floor,ttr.F line=1154]` | `[file=wiki:adcirc:Fort.13_file]`; e.g. `mannings_n_at_sea_floor` `[file=wiki:adcirc:Manning_s_n_at_sea_floor]` requires `NOL
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,52,file,src/wind.F,,,," selected by NWS | `NWS != 0` | `WIND` / `OWIWIND` | `[file=src/wind.F line=1812]`, `[file=src/owiwind.F line=188]`, `[file=src/wi"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,52,file,src/owiwind.F,,,," `WIND` / `OWIWIND` | `[file=src/wind.F line=1812]`, `[file=src/owiwind.F line=188]`, `[file=src/wind.F line=910]` | `[file=wiki:adci"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,52,file,src/wind.F,,,,"wind.F line=1812]`, `[file=src/owiwind.F line=188]`, `[file=src/wind.F line=910]` | `[file=wiki:adcirc:NWS]` — selects format (NWS"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,52,symbol,,,,WIND,"ing (wind/pressure) — format selected by NWS | `NWS != 0` | `WIND` / `OWIWIND` | `[file=src/wind.F line=1812]`, `[file=src/owi"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,52,symbol,,,,OWIWIND,"/pressure) — format selected by NWS | `NWS != 0` | `WIND` / `OWIWIND` | `[file=src/wind.F line=1812]`, `[file=src/owiwind.F line="
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,53,file,src/rs2.F,,,,"0` | `RS2INIT` (cold start), reopened in hot start | `[file=src/rs2.F line=89]`, `[file=src/cstart.F line=313]` | `[file=wiki:adc"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,53,file,src/cstart.F,,,," reopened in hot start | `[file=src/rs2.F line=89]`, `[file=src/cstart.F line=313]` | `[file=wiki:adcirc:Fort.23_file]` |"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,53,symbol,,,,RS2INIT,"ation stress forcing (one-way wave coupling) | `NRS != 0` | `RS2INIT` (cold start), reopened in hot start | `[file=src/rs2.F line"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,54,file,src/read_input.F,,,,"by-tide | `NTIP > 0` with SAL terms | `READ_INPUT` | `[file=src/read_input.F line=6425]`, `[file=src/read_input.F line=6453]` | `[file=w"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,54,file,src/read_input.F,,,," `READ_INPUT` | `[file=src/read_input.F line=6425]`, `[file=src/read_input.F line=6453]` | `[file=wiki:adcirc:Fort.24_file]`; format not"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,54,symbol,,,,READ_INPUT,"nd loading (SAL) tide-by-tide | `NTIP > 0` with SAL terms | `READ_INPUT` | `[file=src/read_input.F line=6425]`, `[file=src/read_inpu"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,55,file,src/owi_ice.F,,,,"entration) | NWS variants with ice | `NCICE1_INIT` | `[file=src/owi_ice.F line=99]`, `[file=src/owi_ice.F line=107]` | (no dedicated "
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,55,file,src/owi_ice.F,,,,"ce | `NCICE1_INIT` | `[file=src/owi_ice.F line=99]`, `[file=src/owi_ice.F line=107]` | (no dedicated wiki page; format follows OWI me"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,55,symbol,,,,NCICE1_INIT,"| OWI ice forcing (concentration) | NWS variants with ice | `NCICE1_INIT` | `[file=src/owi_ice.F line=99]`, `[file=src/owi_ice.F line"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,59,symbol,,,,NOUTE,"vation: each is gated by a `NOUT*` flag in `fort.15` (e.g., `NOUTE`, `NOUTGE`, `NOUTV`)."
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,59,symbol,,,,NOUTGE,"ach is gated by a `NOUT*` flag in `fort.15` (e.g., `NOUTE`, `NOUTGE`, `NOUTV`)."
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,59,symbol,,,,NOUTV,"ed by a `NOUT*` flag in `fort.15` (e.g., `NOUTE`, `NOUTGE`, `NOUTV`)."
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,63,file,src/write_output.F,,,," `writeOutput2D` (also reopened in cold/hot start) | `[file=src/write_output.F line=510]`, `[file=src/cstart.F line=376]` | `[file=wiki:ad"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,63,file,src/cstart.F,,,,"d/hot start) | `[file=src/write_output.F line=510]`, `[file=src/cstart.F line=376]` | `[file=wiki:adcirc:Fort.61_file]` |"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,63,symbol,,,,NOUTE,"| **61** | Elevation time series at recording stations | `NOUTE`, `NSTAE` | `initOutput2D` / `writeOutput2D` (also reopened "
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,63,symbol,,,,NSTAE,"** | Elevation time series at recording stations | `NOUTE`, `NSTAE` | `initOutput2D` / `writeOutput2D` (also reopened in cold/h"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,63,symbol,,,,initOutput2D,"tion time series at recording stations | `NOUTE`, `NSTAE` | `initOutput2D` / `writeOutput2D` (also reopened in cold/hot start) | `[fil"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,63,symbol,,,,writeOutput2D,"at recording stations | `NOUTE`, `NSTAE` | `initOutput2D` / `writeOutput2D` (also reopened in cold/hot start) | `[file=src/write_output"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,64,file,src/write_output.F,,,,"ecording stations | `NOUTV`, `NSTAV` | same family | `[file=src/write_output.F line=546]`, `[file=src/cstart.F line=394]` | (sibling of fo"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,64,file,src/cstart.F,,,," same family | `[file=src/write_output.F line=546]`, `[file=src/cstart.F line=394]` | (sibling of fort.61) |"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,64,symbol,,,,NOUTV,"| **62** | Velocity time series at recording stations | `NOUTV`, `NSTAV` | same family | `[file=src/write_output.F line=546"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,64,symbol,,,,NSTAV,"2** | Velocity time series at recording stations | `NOUTV`, `NSTAV` | same family | `[file=src/write_output.F line=546]`, `[fil"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,65,file,src/write_output.F,,,,"vation field at all nodes | `NOUTGE` | same family | `[file=src/write_output.F line=598]`, `[file=src/cstart.F line=487]` | (mesh from `fo"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,65,file,src/cstart.F,,,," same family | `[file=src/write_output.F line=598]`, `[file=src/cstart.F line=487]` | (mesh from `fort.14`) |"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,65,symbol,,,,NOUTGE,"| **63** | Elevation field at all nodes | `NOUTGE` | same family | `[file=src/write_output.F line=598]`, `[fil"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,66,file,src/write_output.F,,,,"locity field at all nodes | `NOUTGV` | same family | `[file=src/write_output.F line=710]`, `[file=src/cstart.F line=584]` | — |"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,66,file,src/cstart.F,,,," same family | `[file=src/write_output.F line=710]`, `[file=src/cstart.F line=584]` | — |"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,66,symbol,,,,NOUTGV,"| **64** | 2D depth-averaged velocity field at all nodes | `NOUTGV` | same family | `[file=src/write_output.F line=710]`, `[fil"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,67,file,src/write_output.F,,,,"output | `TimeBathyControl` namelist | same family | `[file=src/write_output.F line=946]`, `[file=src/cstart.F line=467]` | — |"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,67,file,src/cstart.F,,,," same family | `[file=src/write_output.F line=946]`, `[file=src/cstart.F line=467]` | — |"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,67,symbol,,,,TimeBathyControl,| **75** | Time-varying bathymetry field output | `TimeBathyControl` namelist | same family | `[file=src/write_output.F line=946
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,68,file,src/write_output.F,,,,"at stations | `NOUTC` (with `IM=10`) | same family | `[file=src/write_output.F line=1160]`, `[file=src/cstart.F line=412]` | — |"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,68,file,src/cstart.F,,,,"same family | `[file=src/write_output.F line=1160]`, `[file=src/cstart.F line=412]` | — |"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,68,symbol,,,,NOUTC,| **81** | Concentration time series at stations | `NOUTC` (with `IM=10`) | same family | `[file=src/write_output.F li
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,69,file,src/write_output.F,,,,"ration field at all nodes | `NOUTGC` | same family | `[file=src/write_output.F line=1191]`, `[file=src/cstart.F line=665]` | — |"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,69,file,src/cstart.F,,,,"same family | `[file=src/write_output.F line=1191]`, `[file=src/cstart.F line=665]` | — |"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,69,symbol,,,,NOUTGC,"| **83** | Concentration field at all nodes | `NOUTGC` | same family | `[file=src/write_output.F line=1191]`, `[fi"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,70,file,src/write_output.F,,,,"utput | `OutputTau0` flag in fort.15 | same family | `[file=src/write_output.F line=619]`, `[file=src/cstart.F line=501]` | depends on `ta"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,70,file,src/cstart.F,,,," same family | `[file=src/write_output.F line=619]`, `[file=src/cstart.F line=501]` | depends on `tau0` nodal attribute via fort.13 "
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,70,symbol,,,,OutputTau0,| **90** | Tau0 (primitive-weighting tau) field output | `OutputTau0` flag in fort.15 | same family | `[file=src/write_output.F l
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,70,symbol,,,,tau0,"t.F line=619]`, `[file=src/cstart.F line=501]` | depends on `tau0` nodal attribute via fort.13 |"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,71,file,src/write_output.F,,,,"d output | sponge options in fort.15 | same family | `[file=src/write_output.F line=641]`, `[file=src/cstart.F line=492]` | — |"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,71,file,src/cstart.F,,,," same family | `[file=src/write_output.F line=641]`, `[file=src/cstart.F line=492]` | — |"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,79,file,src/write_output.F,,,,"met stations | `NOUTM` | `initOutput2D` / `POST71` | `[file=src/write_output.F line=735]`, `[file=prep/post.F line=1921]` | format flag `["
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,79,file,prep/post.F,,,,"` / `POST71` | `[file=src/write_output.F line=735]`, `[file=prep/post.F line=1921]` | format flag `[file=wiki:adcirc:Fort.91_file_f"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,79,symbol,,,,NOUTM,| **71** | Atmospheric pressure at met stations | `NOUTM` | `initOutput2D` / `POST71` | `[file=src/write_output.F lin
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,79,symbol,,,,initOutput2D,"| **71** | Atmospheric pressure at met stations | `NOUTM` | `initOutput2D` / `POST71` | `[file=src/write_output.F line=735]`, `[file=p"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,79,symbol,,,,POST71,"heric pressure at met stations | `NOUTM` | `initOutput2D` / `POST71` | `[file=src/write_output.F line=735]`, `[file=prep/post.F "
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,80,file,src/write_output.F,,,,"Wind velocity at met stations | `NOUTM` | `POST72` | `[file=src/write_output.F line=775]`, `[file=prep/post.F line=2190]` | — |"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,80,file,prep/post.F,,,,"` | `POST72` | `[file=src/write_output.F line=775]`, `[file=prep/post.F line=2190]` | — |"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,80,symbol,,,,NOUTM,"| **72** | Wind velocity at met stations | `NOUTM` | `POST72` | `[file=src/write_output.F line=775]`, `[file=p"
models/ADCIRC/source-analysis/adcirc-fort-files-reference.md,80,symbol,,,,POST72,"| **72** | Wind velocity at met stations | `NOUTM` | `POST72` | `[file=src/write_output.F line=775]`, `[file=prep/post.F "
