note,reference,context,old_file,old_line,new_file,new_line,symbol,status,evidence,confidence
models/ADCIRC/source-analysis/adcirc-swan-coupling.md,`:2255-2261`,"`NRS=3` is documented as ""WAVES WILL BE COUPLED TO SWAN"" (`:2255-2261`).",adcirc:src/read_input.F,2255-2261,adcirc:src/read_input.F,2269-2275,,RESOLVED_CONTEXTUAL,"context file `read_input.F` from line 94 | old adcirc:src/read_input.F:2255 = ""#ifdef CSWAN"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-swan-coupling.md,`:6966-7045`,NetCDF hot-start defines `swan_rsx1/rsy1/rsx2/rsy2` (`netcdfio.F90:5555-5568`); writes for `nrs==3` (`:6966-7045`).,adcirc:src/netcdfio.F90,6966-7045,adcirc:src/netcdfio.F90,6966-7045,,RESOLVED_CONTEXTUAL,"context file `netcdfio.F90` from same line 135 | old adcirc:src/netcdfio.F90:6966 = ""if (nrs == 3) then"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-swan-coupling.md,`:1252-1261`,"PR [#498](https://github.com/adcirc/adcirc/pull/498) 의 phase 1 은 **upstream `main` 에 반영됨** — 커밋 `976fc5b6`(""Adding SWAN temporal controls"", 17 files), 본 노트 base",adcirc:src/nodalattr.F,1252-1261,adcirc:src/nodalattr.F,1290-1299,main,RESOLVED_CONTEXTUAL,"context file `src/nodalattr.F` from same line 178 | old adcirc:src/nodalattr.F:1252 = ""READ(13,'(A80)') SwanWaveRefracUnits"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-swan-coupling.md,`:1267-1291`,"PR [#498](https://github.com/adcirc/adcirc/pull/498) 의 phase 1 은 **upstream `main` 에 반영됨** — 커밋 `976fc5b6`(""Adding SWAN temporal controls"", 17 files), 본 노트 base",adcirc:src/nodalattr.F,1267-1291,adcirc:src/nodalattr.F,1307-1331,main,RESOLVED_CONTEXTUAL,"context file `src/nodalattr.F` from same line 178 | old adcirc:src/nodalattr.F:1267 = ""CASE(""elemental_slope_limiter"")"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-timestep-orchestration.md,`:1444`,"- **시간 가중**: fort.15 입력 `A00,B00,C00`(read_input.F:3010-3010) — RHS 에 `C00`(n−1)·`(A00+B00)`(n) 가중(`gwce.F:1540-1543`, `A00pB00` 조립 `:1444`). 별도 θ 파라미터 없음(§B ""N",adcirc:src/gwce.F,1444,adcirc:src/gwce.F,1444,C00,RESOLVED_CONTEXTUAL,"context file `gwce.F` from same line 82 | old adcirc:src/gwce.F:1444 = ""A00pB00=A00+B00"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:10`,"조석 강제력에 필요한 **nodal factor(진폭 보정)와 Greenwich equilibrium argument(위상 기준)** 를 계산하는 프로그램 (`tides/tide_fac.f:1`, `PROGRAM TIDE_FAC` `:10`). 37개 조석 분조 지원 (`PARAMETE",asgs:input/awip_lambert_interp.F,10,asgs:input/awip_lambert_interp.F,10,PARAMETER,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:10 = ""C   Locations of the FE nodes within the 221 grid "" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:12`,"조석 강제력에 필요한 **nodal factor(진폭 보정)와 Greenwich equilibrium argument(위상 기준)** 를 계산하는 프로그램 (`tides/tide_fac.f:1`, `PROGRAM TIDE_FAC` `:10`). 37개 조석 분조 지원 (`PARAMETE",asgs:input/awip_lambert_interp.F,12,asgs:input/awip_lambert_interp.F,12,PARAMETER,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:12 = ""C                                                 "" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:16`,"조석 강제력에 필요한 **nodal factor(진폭 보정)와 Greenwich equilibrium argument(위상 기준)** 를 계산하는 프로그램 (`tides/tide_fac.f:1`, `PROGRAM TIDE_FAC` `:10`). 37개 조석 분조 지원 (`PARAMETE",asgs:input/awip_lambert_interp.F,16,asgs:input/awip_lambert_interp.F,16,PARAMETER,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:16 = ""C   (e.g., 9.999e20).                             "" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:2-8`,"CLI 옵션(메뉴 우회, ASGS 자동화용 — `jgf20110526` 추가 `:2-8`): `--length`(일)·`--year`·`--month`·`--day`·`--hour`·`-n/--numtidalconstituents`(분조 목록)·`--outputformat {simple",asgs:input/awip_lambert_interp.F,2-8,asgs:input/awip_lambert_interp.F,2-8,jgf20110526,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:2 = ""C   Program to read multiple ETA 32km (grid 221) m"" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:46-91`,"CLI 옵션(메뉴 우회, ASGS 자동화용 — `jgf20110526` 추가 `:2-8`): `--length`(일)·`--year`·`--month`·`--day`·`--hour`·`-n/--numtidalconstituents`(분조 목록)·`--outputformat {simple",asgs:input/awip_lambert_interp.F,46-91,asgs:input/awip_lambert_interp.F,46-91,jgf20110526,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:46 = ""C    + Made GDSWZD03 and the main program use the "" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:32-34`,"CLI 옵션(메뉴 우회, ASGS 자동화용 — `jgf20110526` 추가 `:2-8`): `--length`(일)·`--year`·`--month`·`--day`·`--hour`·`-n/--numtidalconstituents`(분조 목록)·`--outputformat {simple",asgs:input/awip_lambert_interp.F,32-34,asgs:input/awip_lambert_interp.F,32-34,jgf20110526,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:32 = ""C    + Added 'implicit none' to subroutines and mo"" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:105-114`,기본 7분조: M2 S2 N2 K1 K2 O1 Q1 (`:105-114`).,asgs:input/awip_lambert_interp.F,105-114,asgs:input/awip_lambert_interp.F,105-114,,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:105 = ""C...DECLARE ALL ARRAYS"" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:139-146`,**계산 흐름** (`:139-146`):,asgs:input/awip_lambert_interp.F,139-146,asgs:input/awip_lambert_interp.F,139-146,,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:139 = ""REAL(SZ) GX1,GX2,GY1,GY2"" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:140`,"| 레코드 중간점 Julian time | `DAYJUL(YR,MONTH,DAY)` `:140`, `:555` | 율리우스 시간 |",asgs:input/awip_lambert_interp.F,140,asgs:input/awip_lambert_interp.F,140,DAYJUL,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:140 = ""!"" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:555`,"| 레코드 중간점 Julian time | `DAYJUL(YR,MONTH,DAY)` `:140`, `:555` | 율리우스 시간 |",asgs:input/awip_lambert_interp.F,555,asgs:input/awip_lambert_interp.F,555,DAYJUL,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:555 = ""IMPLICIT NONE"" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:143`,"| 레코드 중간점 node factor | `NFACS(YR,DAYJ,HRM)` `:143`, `:254` | nodal factor |",asgs:input/awip_lambert_interp.F,143,asgs:input/awip_lambert_interp.F,143,NFACS,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:143 = ""C"" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:254`,"| 레코드 중간점 node factor | `NFACS(YR,DAYJ,HRM)` `:143`, `:254` | nodal factor |",asgs:input/awip_lambert_interp.F,254,asgs:input/awip_lambert_interp.F,254,NFACS,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:254 = ""5    FORMAT('TARGPTNAME',1x,A132)"" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:146`,"| 레코드 시작점 Greenwich equil. term | `GTERMS(YR,DAYJ,BHR,DAYJ,HRM)` `:146`, `:376` | equilibrium argument |",asgs:input/awip_lambert_interp.F,146,asgs:input/awip_lambert_interp.F,146,GTERMS,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:146 = """" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:376`,"| 레코드 시작점 Greenwich equil. term | `GTERMS(YR,DAYJ,BHR,DAYJ,HRM)` `:146`, `:376` | equilibrium argument |",asgs:input/awip_lambert_interp.F,376,asgs:input/awip_lambert_interp.F,376,GTERMS,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:376 = ""XRATIO1 = 1.e0 - (XPTS(NP)-GX1)/DELI"" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:456`,"`NFACS`/`GTERMS`/`ORBIT` 식 출처 — **Schureman (1958), ""Manual of Harmonic Analysis and Prediction of Tides"", Special Publication #98, US Coast and Geodetic Survey",asgs:input/awip_lambert_interp.F,456,asgs:input/awip_lambert_interp.F,456,NFACS,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:456 = ""X1Y1RATIOu = X1Y1RATIOu/CORR"" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:501`,"`NFACS`/`GTERMS`/`ORBIT` 식 출처 — **Schureman (1958), ""Manual of Harmonic Analysis and Prediction of Tides"", Special Publication #98, US Coast and Geodetic Survey",asgs:input/awip_lambert_interp.F,501,asgs:input/awip_lambert_interp.F,501,NFACS,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:501 = ""c......convert wind speed to stress"" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:519`,"`NFACS`/`GTERMS`/`ORBIT` 식 출처 — **Schureman (1958), ""Manual of Harmonic Analysis and Prediction of Tides"", Special Publication #98, US Coast and Geodetic Survey",asgs:input/awip_lambert_interp.F,519,asgs:input/awip_lambert_interp.F,519,NFACS,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:519 = ""ENDIF"" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:197-201`,"`ADCIRCOUTPUT` 모드는 분조별 tidal potential amplitude·frequency·earth tide reduction factor를 함께 쓴다 (예: M2 amp=0.242334, freq=0.000140518902509, factor=0.693 — `:197-",asgs:input/awip_lambert_interp.F,197-201,asgs:input/awip_lambert_interp.F,197-201,ADCIRCOUTPUT,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:197 = ""WRITE(*,*) 'Error: Needed at least 5 command-line "" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:30-39`,"출력 `tide_fac.out`는 fort.13/fort.15와 함께 시나리오 디렉토리에 생성 (`generateDynamicInput.sh:4`, `:30-39`).",asgs:input/awip_lambert_interp.F,30-39,asgs:input/awip_lambert_interp.F,30-39,,RESOLVED_CONTEXTUAL,"context file `awip_lambert_interp.F` from line 45 | old asgs:input/awip_lambert_interp.F:30 = ""C"" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:18-20`,ATCF 포맷 fort.22(시각 열이 단조증가하게 채워진)를 읽어 ADCIRC **dynamic asymmetric vortex(NWS=19)** 또는 **GAHM(NWS=20)** 에 적합한 fort.22를 생성 (`aswip.1.txt:16-26`). NWS=15(HWind)는 시,adcirc:wind/aswip.F,18-20,adcirc:wind/aswip.F,18-20,,RESOLVED_CONTEXTUAL,"context file `adcirc/wind/aswip.F` from line 95 | old adcirc:wind/aswip.F:18 = ""!"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:31-129`,주요 옵션 (`:31-129`):,adcirc:wind/aswip.F,31-129,adcirc:wind/aswip.F,31-129,,RESOLVED_CONTEXTUAL,"context file `adcirc/wind/aswip.F` from line 95 | old adcirc:wind/aswip.F:31 = ""use mod_logging, only: DEBUG, WARNING, ERROR, INFO"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:102-108`,"| `-n NWS` | 입력 fort.22 모델 포맷 (15/19/20 지원, ATCF 기대) (`:102-108`) |",adcirc:wind/aswip.F,102-108,adcirc:wind/aswip.F,102-108,,RESOLVED_CONTEXTUAL,"context file `adcirc/wind/aswip.F` from line 95 | old adcirc:wind/aswip.F:102 = ""LOGICAL :: writeNWS19,writeNWS20 ! .false. if we d"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:80-88`,"| `-m ISOTACH` | 한 사분면에 다중 isotach가 있을 때 Rmax 계산용 선택법 — NWS19=2(최고 isotach), NWS20=4(전부 사용) (`:80-88`) |",adcirc:wind/aswip.F,80-88,adcirc:wind/aswip.F,80-88,,RESOLVED_CONTEXTUAL,"context file `adcirc/wind/aswip.F` from line 95 | old adcirc:wind/aswip.F:80 = ""real(8), dimension(4) :: quadRotateAngle, quadRota"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:90-93`,"| `-z APPROACH` | radial wind 방향 — NWS19=1, NWS20=2 (`:90-93`) |",adcirc:wind/aswip.F,90-93,adcirc:wind/aswip.F,90-93,,RESOLVED_CONTEXTUAL,"context file `adcirc/wind/aswip.F` from line 95 | old adcirc:wind/aswip.F:90 = ""real(8) :: vmaxbl ! max sustained wind at top of a"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:69-73`,"| `-g GEOFACTOR` | NWS20 개발 시 geostrophic(1, 권장) vs cyclostrophic(0) balance (`:69-73`) |",adcirc:wind/aswip.F,69-73,adcirc:wind/aswip.F,69-73,,RESOLVED_CONTEXTUAL,"context file `adcirc/wind/aswip.F` from line 95 | old adcirc:wind/aswip.F:69 = ""REAL(8),DIMENSION(:,:),ALLOCATABLE :: VmaxesBL"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:110-125`,"| `-r RMAX`, `-p %RMAX`, `-x %VMAX` | Rmax 일괄 설정·Rmax 가감·Vmax 강화/약화 (`:110-125`) |",adcirc:wind/aswip.F,110-125,adcirc:wind/aswip.F,110-125,,RESOLVED_CONTEXTUAL,"context file `adcirc/wind/aswip.F` from line 95 | old adcirc:wind/aswip.F:110 = ""! change in Rmax"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:31-52`,| `-a/-v/-s` | 방위각별 Rmax / 5개 storm radii 풍속·기압 / 비정형 메쉬 풍장(VTK) 분석 출력 (`:31-52`) |,adcirc:wind/aswip.F,31-52,adcirc:wind/aswip.F,31-52,,RESOLVED_CONTEXTUAL,"context file `adcirc/wind/aswip.F` from line 95 | old adcirc:wind/aswip.F:31 = ""use mod_logging, only: DEBUG, WARNING, ERROR, INFO"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:138-141`,"원작자 Robert Weaver·Rick Luettich, Jason Fleming이 모듈화·기상분석 기능 추가, Jie Gao가 GAHM 확장 (`:138-141`).",adcirc:wind/aswip.F,138-141,adcirc:wind/aswip.F,138-141,,RESOLVED_CONTEXTUAL,"context file `adcirc/wind/aswip.F` from line 95 | old adcirc:wind/aswip.F:138 = ""implicit none"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc_asgs_operational_system.md,`:27`,"`generateDynamicInput.sh`가 한 시나리오의 동적 입력(`tide_fac.out`·fort.13·fort.15·fort.26)을 일괄 생성하는 진입점 (`generateDynamicInput.sh:1-4`, `:27`).",asgs:input/awip_lambert_interp.F,27,asgs:input/awip_lambert_interp.F,27,,RESOLVED_CONTEXTUAL,"context file `input/awip_lambert_interp.F` from line 131 | old asgs:input/awip_lambert_interp.F:27 = ""C                                                 "" | asgs repo 는 이번 snapshot 교체 대상 아님 → 줄 번호 불변",medium
models/ADCIRC/source-analysis/storm-surge/adcirc-storm-surge-foundation.md,`:4721`,"- OWI NetCDF gridded wind/pressure — **코드 정본**: `read_input.F:1796-1796`(owiWindNetcdf namelist 필수)·`:4721`(""OWI Netcdf (NWS13) format wind/pres used""), reader ",adcirc:src/read_input.F,4721,adcirc:src/read_input.F,4735,,RESOLVED_CONTEXTUAL,"context file `read_input.F` from same line 95 | old adcirc:src/read_input.F:4721 = ""4034 FORMAT(' *   Also, OWI Netcdf (NWS13) format "" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/storm-surge/adcirc-storm-surge-nws-families.md,`:4721`,"- type: OWI-style NetCDF gridded wind and pressure — **코드 정본** `read_input.F:1796-1796`(owiWindNetcdf namelist 필수)·`:4721`(""OWI Netcdf (NWS13) format wind/pres ",adcirc:src/read_input.F,4721,adcirc:src/read_input.F,4735,,RESOLVED_CONTEXTUAL,"context file `read_input.F` from same line 55 | old adcirc:src/read_input.F:4721 = ""4034 FORMAT(' *   Also, OWI Netcdf (NWS13) format "" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/storm-surge/adcirc-storm-surge.md,`:2190`,NWS=30 = NWS=20 (GAHM) embedded in OWI/NWS12 background (`:2190`).,adcirc:src/read_input.F,2190,adcirc:src/read_input.F,2204,,RESOLVED_CONTEXTUAL,"context file `read_input.F` from line 61 | old adcirc:src/read_input.F:2190 = ""! jgf: Added option to embed NWS20 in a NAM backgr"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/storm-surge/adcirc-storm-surge.md,`:269`,"Code: `owiwind.F:184` (OWI ASCII control), `:269` (interpolate to nodes), `owiwind_netcdf.F:215, 681, 747` (NetCDF).",adcirc:src/owiwind_netcdf.F,269,adcirc:src/owiwind_netcdf.F,269,,RESOLVED_CONTEXTUAL,"context file `owiwind_netcdf.F` from same line 85 | old adcirc:src/owiwind_netcdf.F:269 = ""IF(INDEX(TRIM(GroupOrder),"" "").EQ.1)THEN"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/storm-surge/adcirc-storm-surge.md,`:2884`,- Fine-grained `DRampMete` (`:2884`).,adcirc:src/read_input.F,2884,adcirc:src/read_input.F,2898,DRampMete,RESOLVED_CONTEXTUAL,"context file `read_input.F` from line 157 | old adcirc:src/read_input.F:2884 = ""C     jgf46.08 Add fine-grained ramp functions."" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/storm-surge/adcirc-storm-surge.md,`:2975`,- Tanh ramp table generated (`:2975`).,adcirc:src/read_input.F,2975,adcirc:src/read_input.F,2989,,RESOLVED_CONTEXTUAL,"context file `read_input.F` from line 157 | old adcirc:src/read_input.F:2975 = ""999           RampVal=TANH(Day*2.d0/DRAMP)"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/tide/adcirc-tide-harmonic-prep.md,`:3410-3418`,- `NBFR` read + arrays allocated: `:3410-3418`.,adcirc:src/read_input.F,3410-3418,adcirc:src/read_input.F,3424-3432,NBFR,RESOLVED_EXACT,"context file `read_input.F` from line 241 | old adcirc:src/read_input.F:3410 = ""1893  READ(15,*) NBFR"" | symbol `NBFR` 근접 확인",high
models/ADCIRC/source-analysis/tide/adcirc-tide-harmonic-prep.md,`:3431-3436`,"- Per-constituent header `BOUNTAG, AMIG, FF, FACE`: `:3431-3436`.",adcirc:src/read_input.F,3431-3436,adcirc:src/read_input.F,3445-3450,,RESOLVED_CONTEXTUAL,"context file `read_input.F` from line 241 | old adcirc:src/read_input.F:3431 = ""DO I=1,NBFR"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/tide/adcirc-tide-harmonic-prep.md,`:3436`,- `FACE` deg → rad after read: `:3436`.,adcirc:src/read_input.F,3436,adcirc:src/read_input.F,3450,FACE,RESOLVED_EXACT,"context file `read_input.F` from line 241 | old adcirc:src/read_input.F:3436 = ""FACE(I)=FACE(I)*DEG2RAD"" | symbol `FACE` 근접 확인",high
models/ADCIRC/source-analysis/tide/adcirc-tide-harmonic-prep.md,`:3450-3455`,- Per-constituent boundary block `ELEVALPHA + EMO/EFA`: `:3450-3455`.,adcirc:src/read_input.F,3450-3455,adcirc:src/read_input.F,3464-3469,,RESOLVED_CONTEXTUAL,"context file `read_input.F` from line 241 | old adcirc:src/read_input.F:3450 = ""ALLOCATE(ELEVALPHA(NBFR))"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/tide/adcirc-tide-harmonic-prep.md,`:3493-3497`,- `EFA` deg → rad after logging: `:3493-3497`.,adcirc:src/read_input.F,3493-3497,adcirc:src/read_input.F,3507-3511,EFA,RESOLVED_EXACT,"context file `read_input.F` from line 241 | old adcirc:src/read_input.F:3493 = ""DO J=1,NETA"" | symbol `EFA` 근접 확인",high
models/ADCIRC/source-analysis/tide/adcirc-tide-harmonic-prep.md,`:3485-3490`,"Important: `ELEVALPHA` is **only printed** as ""verification""; **no match/validation against `BOUNTAG`** (`:3485-3490`). You must keep the per-constituent orderi",adcirc:src/read_input.F,3485-3490,adcirc:src/read_input.F,3499-3504,ELEVALPHA,RESOLVED_EXACT,"context file `read_input.F` from line 241 | old adcirc:src/read_input.F:3485 = ""DO I=1,NBFR"" | symbol `ELEVALPHA` 근접 확인",high
models/ADCIRC/source-analysis/tide/adcirc-tide-harmonic-prep.md,`:6460-6462`,- `NTIP < 2`: SAL arrays zeroed (`:6460-6462`).,adcirc:src/read_input.F,6460-6462,adcirc:src/read_input.F,6498-6500,,RESOLVED_CONTEXTUAL,"context file `read_input.F` from line 254 | old adcirc:src/read_input.F:6460 = ""ELSE"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/tide/adcirc-tide-harmonic-prep.md,`:6330-6344`,NetCDF preferred if `fort.24.nc` exists (`:6330-6344`).,adcirc:src/read_input.F,6330-6344,adcirc:src/read_input.F,6368-6382,,RESOLVED_CONTEXTUAL,"context file `read_input.F` from line 254 | old adcirc:src/read_input.F:6330 = ""filename_netcdf = TRIM(GBLINPUTDIR)//'/'//""fort.24"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/tide/adcirc-tide-harmonic-prep.md,`:6353-6365`,Required dims/vars (`:6353-6365`):,adcirc:src/read_input.F,6353-6365,adcirc:src/read_input.F,6391-6403,,RESOLVED_CONTEXTUAL,"context file `read_input.F` from line 254 | old adcirc:src/read_input.F:6353 = ""CALL check_err(nf90_inq_dimid(ncid, ""node"", dimid_"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/tide/adcirc-tide-harmonic-prep.md,`:6367-6371`,Constituent count must equal `NTIF` (`:6367-6371`).,adcirc:src/read_input.F,6367-6371,adcirc:src/read_input.F,6405-6409,NTIF,RESOLVED_EXACT,"context file `read_input.F` from line 254 | old adcirc:src/read_input.F:6367 = ""IF(n_const_sal.NE.ntif)THEN"" | symbol `NTIF` 근접 확인",high
models/ADCIRC/source-analysis/tide/adcirc-tide-harmonic-prep.md,`:6429-6455`,Per-constituent block (`:6429-6455`):,adcirc:src/read_input.F,6429-6455,adcirc:src/read_input.F,6467-6493,,RESOLVED_CONTEXTUAL,"context file `read_input.F` from line 254 | old adcirc:src/read_input.F:6429 = ""DO I=1,NTIF"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/tide/adcirc-tide-harmonic-prep.md,`:3347-3349`,`fort.15` tidal-potential tags are **`TIPOTAG`** (different from `BOUNTAG`!) (`:3347-3349`).,adcirc:src/read_input.F,3347-3349,adcirc:src/read_input.F,3361-3363,TIPOTAG,RESOLVED_EXACT,"context file `read_input.F` from line 254 | old adcirc:src/read_input.F:3347 = ""DO I=1,NTIF"" | symbol `TIPOTAG` 근접 확인",high
models/ADCIRC/source-analysis/tide/adcirc-tide-harmonic-prep.md,`:6378-6385`,- NetCDF SAL: `TRIM(TIPOTAG(I)) == TRIM(const_name)` (`:6378-6385`).,adcirc:src/read_input.F,6378-6385,adcirc:src/read_input.F,6416-6423,TRIM,RESOLVED_EXACT,"context file `read_input.F` from line 254 | old adcirc:src/read_input.F:6378 = ""DO I = 1, ntif"" | symbol `TRIM` 근접 확인",high
models/ADCIRC/source-analysis/tide/adcirc-tide-harmonic-prep.md,`:6436-6443`,- ASCII SAL: each SAL `const_name` matched to some `TIPOTAG(J)` (`:6436-6443`).,adcirc:src/read_input.F,6436-6443,adcirc:src/read_input.F,6474-6481,const_name,RESOLVED_EXACT,"context file `read_input.F` from line 254 | old adcirc:src/read_input.F:6436 = ""!...Find the constituent"" | symbol `const_name` 근접 확인",high
models/ADCIRC/source-analysis/tide/adcirc-tide-harmonic-prep.md,`:2541`,`REFTIM` is the harmonic reference time in **days** (`:2541`).,adcirc:src/gwce.F,2541,adcirc:src/gwce.F,2541,REFTIM,RESOLVED_CONTEXTUAL,"context file `src/gwce.F` from line 315 | old adcirc:src/gwce.F:2541 = ""U2N1=UU2(NM1)"" | symbol 미확인 — 문맥 파일로만 특정",medium
