note,note_line,ref,source,old,new,status,basis
models/SWAN/source-analysis/swan-propagation-implementation.md,198,[file=src/swancom1.ftn line=1487],src/swancom1.ftn,1487,1487,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,205,[file=src/swancom1.ftn line=8655-8863],src/swancom1.ftn,8655-8863,8655-8863,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,206,[file=src/swancom1.ftn line=9151-9373],src/swancom1.ftn,9151-9373,9151-9373,IDENTICAL,
models/SWAN/source-analysis/swan-schemes-implementation.md,32,[file=src/swanmain.ftn line=1179-1183],src/swanmain.ftn,1179-1183,1179-1183,IDENTICAL,
models/SWAN/source-analysis/swan-schemes-implementation.md,32,[file=src/swanmain.ftn line=6354-6358],src/swanmain.ftn,6354-6358,6354-6358,IDENTICAL,
models/SWAN/source-analysis/swan-schemes-implementation.md,34,[file=src/swancom1.ftn line=3052],src/swancom1.ftn,3052,3052,IDENTICAL,
models/SWAN/source-analysis/swan-schemes-implementation.md,35,[file=src/swancom1.ftn line=3099-3233],src/swancom1.ftn,3099-3233,3099-3233,IDENTICAL,
models/SWAN/source-analysis/swan-schemes-implementation.md,37,[file=src/swanmain.ftn line=4094-4095],src/swanmain.ftn,4094-4095,4094-4095,IDENTICAL,
models/SWAN/source-analysis/swan-schemes-implementation.md,41,[file=src/swancom1.ftn line=5401-5404],src/swancom1.ftn,5401-5404,5401-5404,IDENTICAL,
models/SWAN/source-analysis/swan-schemes-implementation.md,47,[file=src/swancom1.ftn line=999-1001],src/swancom1.ftn,999-1001,999-1001,IDENTICAL,
models/SWAN/source-analysis/swan-schemes-implementation.md,55,[file=src/swancom1.ftn line=5396-5400],src/swancom1.ftn,5396-5400,5396-5400,IDENTICAL,
models/SWAN/source-analysis/swan-schemes-implementation.md,57,[file=src/swancom1.ftn line=996-998],src/swancom1.ftn,996-998,996-998,IDENTICAL,
models/SWAN/source-analysis/swan-schemes-implementation.md,70,[file=src/swancom1.ftn line=3302-3333],src/swancom1.ftn,3302-3333,3302-3333,IDENTICAL,
models/SWAN/source-analysis/swan-schemes-implementation.md,78,[file=src/swanmain.ftn line=6564-6568],src/swanmain.ftn,6564-6568,6564-6568,IDENTICAL,
models/SWAN/source-analysis/swan-schemes-implementation.md,108,[file=src/swancom1.ftn line=5471-5479],src/swancom1.ftn,5471-5479,5471-5479,IDENTICAL,
models/SWAN/source-analysis/swan-setup-solver-swancom1-crosswalk.md,33,swancom1.ftn:9970-9984,src/swancom1.ftn,9970-9984,9970-9984,IDENTICAL,
models/SWAN/source-analysis/swan-setup-solver-swancom1-crosswalk.md,34,swancom1.ftn:10001-10015,src/swancom1.ftn,10001-10015,10001-10015,IDENTICAL,
models/SWAN/source-analysis/swan-setup-solver-swancom1-crosswalk.md,125,swanmain.ftn:1269-1271,src/swanmain.ftn,1269-1271,1269-1271,IDENTICAL,
models/SWAN/source-analysis/swan-st6-babanin-implementation.md,99,swancom1.ftn:6875,src/swancom1.ftn,6875,6875,IDENTICAL,
models/SWAN/source-analysis/swan-st6-babanin-implementation.md,100,swancom1.ftn:7428-7436,src/swancom1.ftn,7428-7436,7428-7436,IDENTICAL,
models/SWAN/source-analysis/swan-st6-babanin-implementation.md,101,swancom1.ftn:7489-7497,src/swancom1.ftn,7489-7497,7489-7497,IDENTICAL,
models/SWAN/source-analysis/swan-st6-babanin-implementation.md,102,swancom1.ftn:7519-7534,src/swancom1.ftn,7519-7534,7519-7534,IDENTICAL,
models/SWAN/source-analysis/swan-stationary-vs-nonstationary.md,20,"swanmain.ftn:266-693, 493-628, 1092-1095, 6889-6904",src/swanmain.ftn,"266-693,493-628,1092-1095,6889-6904","266-693,493-628,1092-1095,6889-6904",IDENTICAL,
models/SWAN/source-analysis/swan-stationary-vs-nonstationary.md,21,"swancom1.ftn:724-2356, 5393-5411, 9618-9928",src/swancom1.ftn,"724-2356,5393-5411,9618-9928","724-2356,5393-5411,9618-9928",IDENTICAL,내부 변경 있으나 Phase 1 판정 완료(REVIEW_ONLY)
models/SWAN/source-analysis/swan-stationary-vs-nonstationary.md,25,SwanCompUnstruc.ftn90:780-1080,src/SwanCompUnstruc.ftn90,780-1080,777-1077,REANCHORED,"내용 대조로 확정(시작·끝 줄 원문 일치, 해당 구간 일괄 −3 이동)"
models/SWAN/source-analysis/swan-stationary-vs-nonstationary.md,25,SwanVertlist.ftn90:45-181,src/SwanVertlist.ftn90,45-181,48-217,MOVED,내부 변경 있으나 Phase 1 판정 완료(REVIEW_ONLY)
models/SWAN/source-analysis/swan-stationary-vs-nonstationary.md,42,swanmain.ftn:571,src/swanmain.ftn,571,571,IDENTICAL,
models/SWAN/source-analysis/swan-stationary-vs-nonstationary.md,50,swanmain.ftn:1092-1095,src/swanmain.ftn,1092-1095,1092-1095,IDENTICAL,
models/SWAN/source-analysis/swan-stationary-vs-nonstationary.md,59,swancom1.ftn:1487,src/swancom1.ftn,1487,1487,IDENTICAL,
models/SWAN/source-analysis/swan-stationary-vs-nonstationary.md,69,swancom1.ftn:724-740,src/swancom1.ftn,724-740,724-740,IDENTICAL,
models/SWAN/source-analysis/swan-stationary-vs-nonstationary.md,77,swancom1.ftn:1741-1817,src/swancom1.ftn,1741-1817,1741-1817,IDENTICAL,
models/SWAN/source-analysis/swan-stationary-vs-nonstationary.md,84,swanmain.ftn:586-595,src/swanmain.ftn,586-595,586-595,IDENTICAL,
models/SWAN/source-analysis/swan-stationary-vs-nonstationary.md,107,swancom1.ftn:3052-3078,src/swancom1.ftn,3052-3078,3052-3078,IDENTICAL,
models/SWAN/source-analysis/swan-stationary-vs-nonstationary.md,114,swancom1.ftn:5393-5411,src/swancom1.ftn,5393-5411,5393-5411,IDENTICAL,
models/SWAN/source-analysis/swan-stationary-vs-nonstationary.md,126,swanmain.ftn:493-495,src/swanmain.ftn,493-495,493-495,IDENTICAL,
models/SWAN/source-analysis/swan-stationary-vs-nonstationary.md,129,SwanVertlist.ftn90:45-181,src/SwanVertlist.ftn90,45-181,48-217,MOVED,내부 변경 있으나 Phase 1 판정 완료(REVIEW_ONLY)
models/SWAN/source-analysis/swan-stationary-vs-nonstationary.md,134,SwanCompUnstruc.ftn90:829-987,src/SwanCompUnstruc.ftn90,829-987,823-984,REANCHORED,"내용 대조로 확정(시작·끝 줄 원문 일치, 해당 구간 일괄 −3 이동)"
models/SWAN/source-analysis/swan-stationary-vs-nonstationary.md,144,"swanmain.ftn:266, 296",src/swanmain.ftn,"266,296","266,296",IDENTICAL,
models/SWAN/source-analysis/swan-stationary-vs-nonstationary.md,150,swanmain.ftn:497-519,src/swanmain.ftn,497-519,497-519,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,31,[file=src/swanmain.ftn line=571],src/swanmain.ftn,571,571,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,42,[file=src/swanmain.ftn line=544-562],src/swanmain.ftn,544-562,544-562,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,44,[file=src/swanmain.ftn line=688-693],src/swanmain.ftn,688-693,688-693,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,54,[file=src/swanmain.ftn line=394-400],src/swanmain.ftn,394-400,394-400,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,54,[file=src/swanmain.ftn line=571],src/swanmain.ftn,571,571,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,54,[file=src/swanmain.ftn line=610],src/swanmain.ftn,610,610,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,54,[file=src/swanmain.ftn line=620-627],src/swanmain.ftn,620-627,620-627,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,73,[file=src/swanmain.ftn line=586-595],src/swanmain.ftn,586-595,586-595,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,73,[file=src/swanmain.ftn line=7020-7166],src/swanmain.ftn,7020-7166,7020-7166,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,74,[file=src/swanmain.ftn line=7023-7029],src/swanmain.ftn,7023-7029,7023-7029,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,75,[file=src/swanmain.ftn line=7093],src/swanmain.ftn,7093,7093,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,76,[file=src/swanmain.ftn line=7161-7166],src/swanmain.ftn,7161-7166,7161-7166,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,80,[file=src/swanmain.ftn line=8828-8850],src/swanmain.ftn,8828-8850,8828-8850,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,90,[file=src/swanmain.ftn line=6916-6919],src/swanmain.ftn,6916-6919,6916-6919,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,91,[file=src/swanmain.ftn line=7724-7754],src/swanmain.ftn,7724-7754,7724-7754,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,92,[file=src/swanmain.ftn line=8033-8048],src/swanmain.ftn,8033-8048,8033-8048,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,93,[file=src/swanmain.ftn line=6941-6946],src/swanmain.ftn,6941-6946,6941-6946,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,98,[file=src/swanmain.ftn line=677-680],src/swanmain.ftn,677-680,677-680,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,117,[file=src/swanmain.ftn line=523-528],src/swanmain.ftn,523-528,523-528,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,117,[file=src/swanmain.ftn line=573-578],src/swanmain.ftn,573-578,573-578,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,125,swanmain.ftn:8828-8850,src/swanmain.ftn,8828-8850,8828-8850,IDENTICAL,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,126,swanmain.ftn:8019,src/swanmain.ftn,8019,8019,IDENTICAL,
models/SWAN/source-analysis/swan-whitecapping.md,21,"swanmain.ftn:1110-1112, 1340-1491",src/swanmain.ftn,"1110-1112,1340-1491","1110-1112,1340-1491",IDENTICAL,
models/SWAN/source-analysis/swan-whitecapping.md,24,swancom1.ftn:7287-7511,src/swancom1.ftn,7287-7511,7287-7511,IDENTICAL,
models/SWAN/source-analysis/swan-whitecapping.md,31,swanmain.ftn:1110-1112,src/swanmain.ftn,1110-1112,1110-1112,IDENTICAL,
models/SWAN/source-analysis/swan-whitecapping.md,53,swanmain.ftn:1340-1345,src/swanmain.ftn,1340-1345,1340-1345,IDENTICAL,
models/SWAN/source-analysis/swan-whitecapping.md,75,swanmain.ftn:1382,src/swanmain.ftn,1382,1382,IDENTICAL,
models/SWAN/source-analysis/swan-whitecapping.md,88,swanmain.ftn:1350-1351,src/swanmain.ftn,1350-1351,1350-1351,IDENTICAL,
models/SWAN/source-analysis/swan-whitecapping.md,90,swanmain.ftn:6440-6444,src/swanmain.ftn,6440-6444,6440-6444,IDENTICAL,
models/SWAN/source-analysis/swan-whitecapping.md,108,swanmain.ftn:6426-6428,src/swanmain.ftn,6426-6428,6426-6428,IDENTICAL,
models/SWAN/source-analysis/swan-whitecapping.md,114,swanmain.ftn:1376-1380,src/swanmain.ftn,1376-1380,1376-1380,IDENTICAL,
models/SWAN/source-analysis/swan-whitecapping.md,116,swanmain.ftn:1380,src/swanmain.ftn,1380,1380,IDENTICAL,
models/SWAN/source-analysis/swan-wind-formulations-implementation.md,62,[file=src/swancom1.ftn line=7410-7418],src/swancom1.ftn,7410-7418,7410-7418,IDENTICAL,
models/SWAN/source-analysis/swan-wind-formulations-implementation.md,153,[file=src/swancom1.ftn line=7416-7422],src/swancom1.ftn,7416-7422,7416-7422,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,45,[file=src/swancom1.ftn line=7443],src/swancom1.ftn,7443,7443,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,46,[file=src/swancom1.ftn line=7418],src/swancom1.ftn,7418,7418,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,47,[file=src/swancom1.ftn line=7454],src/swancom1.ftn,7454,7454,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,48,[file=src/swancom1.ftn line=7464],src/swancom1.ftn,7464,7464,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,49,[file=src/swancom1.ftn line=7475],src/swancom1.ftn,7475,7475,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,50,[file=src/swancom1.ftn line=7489],src/swancom1.ftn,7489,7489,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,67,[file=src/swancom1.ftn line=7506],src/swancom1.ftn,7506,7506,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,68,[file=src/swancom1.ftn line=7511],src/swancom1.ftn,7511,7511,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,101,[file=src/swancom1.ftn line=7637-7664],src/swancom1.ftn,7637-7664,7637-7664,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,102,[file=src/swancom1.ftn line=7692],src/swancom1.ftn,7692,7692,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,106,[file=src/swancom1.ftn line=7556],src/swancom1.ftn,7556,7556,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,110,[file=src/swancom1.ftn line=5916-5937],src/swancom1.ftn,5916-5937,5916-5937,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,120,[file=src/swancom1.ftn line=7338],src/swancom1.ftn,7338,7338,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,145,[file=src/swancom1.ftn line=7401],src/swancom1.ftn,7401,7401,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,150,[file=src/swancom1.ftn line=5960],src/swancom1.ftn,5960,5960,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,150,[file=src/swancom1.ftn line=5982],src/swancom1.ftn,5982,5982,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,151,[file=src/swancom1.ftn line=7072],src/swancom1.ftn,7072,7072,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,157,[file=src/swancom1.ftn line=5999],src/swancom1.ftn,5999,5999,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,157,[file=src/swancom1.ftn line=6011],src/swancom1.ftn,6011,6011,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,179,[file=src/swancom1.ftn line=6185-6187],src/swancom1.ftn,6185-6187,6185-6187,IDENTICAL,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,189,swancom1.ftn:6185-6187,src/swancom1.ftn,6185-6187,6185-6187,IDENTICAL,
