note,model,ref,kind,max_line,cls
models/XBeach/source-analysis/xbeach_q3d.md,XBeach,../../../_staging/total-read/model-audit/XBeach/connectivity/physics/resolution-20260912/review-response.json,file,,WIKI_PATH
models/XBeach/source-analysis/xbeach_solver.md,XBeach,nh_pars.inc,file,,RUNTIME_OR_INPUT
models/XBeach/source-analysis/xbeach_swan_handoff.md,XBeach,filelist.txt,file,,OUTSIDE_SOURCE_CODE
models/XBeach/source-analysis/xbeach_swan_handoff.md,XBeach,loclist.txt,file,,RUNTIME_OR_INPUT
models/XBeach/source-analysis/xbeach_tide_forcing.md,XBeach,../../../_staging/total-read/model-audit/XBeach/connectivity/runtime-20260912/evidence.json,file,,WIKI_PATH
models/XBeach/source-analysis/xbeach_tide_forcing.md,XBeach,wind.txt,file,,RUNTIME_OR_INPUT
models/XBeach/source-analysis/xbeach_vegetation.md,XBeach,../../../_staging/total-read/model-audit/XBeach/connectivity/runtime-20260912/evidence.json,file,,WIKI_PATH
models/XBeach/source-analysis/xbeach_vegetation.md,XBeach,params.txt,file,,OUTSIDE_SOURCE_CODE
models/XBeach/source-analysis/xbeach_wave_action_balance.md,XBeach,../../../_staging/total-read/model-audit/XBeach/connectivity/corrections-20260912/evidence.json,file,,WIKI_PATH
models/XBeach/source-analysis/xbeach_wave_boundary_generation.md,XBeach,../../../_staging/total-read/model-audit/XBeach/connectivity/corrections-20260912/evidence.json,file,,WIKI_PATH
models/XBeach/source-analysis/xbeach_wave_boundary_generation.md,XBeach,build-map.json,file,,WIKI_PATH
models/XBeach/source-analysis/xbeach_wave_boundary_generation.md,XBeach,evidence.json,file,,WIKI_PATH
models/XBeach/source-analysis/xbeach_wave_boundary_generation.md,XBeach,build-map.json,file,,WIKI_PATH
models/XBeach/source-analysis/xbeach_wave_stationary.md,XBeach,../../../_staging/total-read/model-audit/XBeach/connectivity/corrections-20260912/evidence.json,file,,WIKI_PATH
models/_template/README.md,_template,path/to/file.f90,file,,ABSENT_FROM_SNAPSHOT
