batch,id,note,note_line,codex,final,old_evidence
B1,B1-3,models/EFDC/source-analysis/efdc_boundary_conditions.md,19,REVIEW_ONLY,REVIEW_ONLY,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:1352-1378
1352:   !C23*  READ VELOCITY, VOL SOUR/SINK, FLOW CONTROL, & WITHDRAW/RETURN DATA
1353:   NCARD = '23'
1354:   ! *** ********************************************************
1355:   if( process_id == master_id )then
1356:     call SEEK('C23',0)
1357:     read(1,*,IOSTAT = ISO) NQSIJ, NQJPIJ, NQSER, NQCTL, NQCTLT, NHYDST, NQWR, NQWRSR, ISDIQ, NQCTLSER, NQCTRULES
1358: 
1359:     write(mpi_efdc_out_unit,1002) NCARD
1360:     write(mpi_efdc_out_unit,*) NQSIJ, NQJPIJ, NQSER, NQCTL, NQCTLT, NHYDST, NQWR, NQWRSR, ISDIQ, NQCTLSER, NQCTRULES
1361:     if( ISO > 0 ) GOTO 100
1362:   endif
1363:   ! *** Broadcast in Scan_EFDC
1364: 
1365:   NGRPID = 0
1366:   if( NQSIJ > 0 )then
1367:     !C24*  READ VOLUME SOURCE/SINK LOCATIONS, MAGNITUDES, & VOL & CONC SERIES
1368:     NCARD = '24'
1369:     if( process_id == master_id )then
1370:       call SEEK('C24',0)
1371:       do NS = 1,NQSIJ
1372:         read(1,*,IOSTAT = ISO) BCPS_GL(NS).I, BCPS_GL(NS).J, BCPS_GL(NS).QSSE, BCPS_GL(NS).NQSMUL, BCPS_GL(NS).NQSMF, BCPS_GL(NS).NQSERQ,   BCPS_GL(NS).NCSERQ(1), BCPS_GL(NS).NCSERQ(2), BCPS_GL(NS).NCSERQ(3), BCPS_GL(NS).NCSERQ(4), BCPS_GL(NS).NCSERQ(5),  &
1373:           BCPS_GL(NS).NCSERQ(6), BCPS_GL(NS).NCSERQ(7), BCPS_GL(NS).QWIDTH,   BCPS_GL(NS).QFACTOR,  BCPS_GL(NS).GRPID
1374: 
1375:         write(mpi_efdc_out_unit,1002) NCARD
1376:         write(mpi_efdc_out_unit,*) BCPS_GL(NS).I, BCPS_GL(NS).J, BCPS_GL(NS).QSSE, BCPS_GL(NS).NQSMUL, BCPS_GL(NS).NQSMF, BCPS_GL(NS).NQSERQ,   BCPS_GL(NS).NCSERQ(1), BCPS_GL(NS).NCSERQ(2), BCPS_GL(NS).NCSERQ(3), BCPS_GL(NS).NCSERQ(4), BCPS_GL(NS).NCSERQ(5),  &
1377:           BCPS_GL(NS).NCSERQ(6), BCPS_GL(NS).NCSERQ(7), BCPS_GL(NS).QWIDTH,   BCPS_GL(NS).QFACTOR,  BCPS_GL(NS).GRPID
1378:         if( ISO > 0 ) GOTO 100"
B1,B1-4,models/EFDC/source-analysis/efdc_boundary_conditions.md,19,REVIEW_ONLY,REVIEW_ONLY,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:3656-3687
3656:   ! *** OPEN FILE MODCHAN.INP TO INSERT SUBGRID CHANNELS INTO HOST CELLS
3657:   MDCHH = 0
3658:   if( ISCHAN > 0 )then
3659:     if( process_id == master_id )then
3660:       write(*,'(A)')'READING MODCHAN.INP'
3661:       open(1,FILE = 'modchan.inp',STATUS = 'UNKNOWN')
3662: 
3663:       ! *** SKIP OVER TITLE AND AND HEADER LINES
3664:       STR = READSTR(1)
3665:       if( ISCHAN == 1 )then
3666:         read(1,*) MDCHH, ldum, ldum
3667:         read(1,*) ldum, ldum, QCHERR
3668:         if( MDCHH >= 1 )then
3669:           do NMD = 1,MDCHH
3670:             read(1,*)MDCHTYP(NMD),IMDCHH(NMD),JMDCHH(NMD),IMDCHU(NMD),JMDCHU(NMD),IMDCHV(NMD),JMDCHV(NMD)
3671:             QCHANU(NMD) = 0.
3672:             QCHANUN(NMD) = 0.
3673:             QCHANV(NMD) = 0.
3674:             QCHANVN(NMD) = 0.
3675:           enddo
3676:         endif
3677:       endif
3678:       if( ISCHAN == 2 )then
3679:         read(1,*) MDCHH, ldum, ldum
3680:         read(1,*) ldum, ldum, QCHERR
3681:         if( MDCHH >= 1 )then
3682:           do NMD = 1,MDCHH
3683:             read(1,*)MDCHTYP(NMD),IMDCHH(NMD),JMDCHH(NMD),IMDCHU(NMD),JMDCHU(NMD),IMDCHV(NMD),JMDCHV(NMD),CHANLEN(NMD),PMDCH(NMD)
3684:             QCHANU(NMD) = 0.
3685:             QCHANUN(NMD) = 0.
3686:             QCHANV(NMD) = 0.
3687:             QCHANVN(NMD) = 0.

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:3692-3705
3692:       if( MDCHH >= 1 )then
3693:         do NMD = 1,MDCHH
3694:           LMDCHH(NMD) = LIJ(IMDCHH(NMD),JMDCHH(NMD))
3695:           if( IMDCHU(NMD) == 1 .and. JMDCHU(NMD) == 1 )then
3696:             LMDCHU(NMD) = 1
3697:           else
3698:             LMDCHU(NMD) = LIJ(IMDCHU(NMD),JMDCHU(NMD))
3699:           endif
3700:           if( IMDCHV(NMD) == 1 .and. JMDCHV(NMD) == 1 )then
3701:             LMDCHV(NMD) = 1
3702:           else
3703:             LMDCHV(NMD) = LIJ(IMDCHV(NMD),JMDCHV(NMD))
3704:           endif
3705:         enddo"
B1,B1-5,models/EFDC/source-analysis/efdc_boundary_conditions.md,85,REVIEW_ONLY,REVIEW_ONLY,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:1352-1363
1352:   !C23*  READ VELOCITY, VOL SOUR/SINK, FLOW CONTROL, & WITHDRAW/RETURN DATA
1353:   NCARD = '23'
1354:   ! *** ********************************************************
1355:   if( process_id == master_id )then
1356:     call SEEK('C23',0)
1357:     read(1,*,IOSTAT = ISO) NQSIJ, NQJPIJ, NQSER, NQCTL, NQCTLT, NHYDST, NQWR, NQWRSR, ISDIQ, NQCTLSER, NQCTRULES
1358: 
1359:     write(mpi_efdc_out_unit,1002) NCARD
1360:     write(mpi_efdc_out_unit,*) NQSIJ, NQJPIJ, NQSER, NQCTL, NQCTLT, NHYDST, NQWR, NQWRSR, ISDIQ, NQCTLSER, NQCTRULES
1361:     if( ISO > 0 ) GOTO 100
1362:   endif
1363:   ! *** Broadcast in Scan_EFDC"
B1,B1-6,models/EFDC/source-analysis/efdc_boundary_conditions.md,88,NO_ACTION,NO_ACTION,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:1365-1378
1365:   NGRPID = 0
1366:   if( NQSIJ > 0 )then
1367:     !C24*  READ VOLUME SOURCE/SINK LOCATIONS, MAGNITUDES, & VOL & CONC SERIES
1368:     NCARD = '24'
1369:     if( process_id == master_id )then
1370:       call SEEK('C24',0)
1371:       do NS = 1,NQSIJ
1372:         read(1,*,IOSTAT = ISO) BCPS_GL(NS).I, BCPS_GL(NS).J, BCPS_GL(NS).QSSE, BCPS_GL(NS).NQSMUL, BCPS_GL(NS).NQSMF, BCPS_GL(NS).NQSERQ,   BCPS_GL(NS).NCSERQ(1), BCPS_GL(NS).NCSERQ(2), BCPS_GL(NS).NCSERQ(3), BCPS_GL(NS).NCSERQ(4), BCPS_GL(NS).NCSERQ(5),  &
1373:           BCPS_GL(NS).NCSERQ(6), BCPS_GL(NS).NCSERQ(7), BCPS_GL(NS).QWIDTH,   BCPS_GL(NS).QFACTOR,  BCPS_GL(NS).GRPID
1374: 
1375:         write(mpi_efdc_out_unit,1002) NCARD
1376:         write(mpi_efdc_out_unit,*) BCPS_GL(NS).I, BCPS_GL(NS).J, BCPS_GL(NS).QSSE, BCPS_GL(NS).NQSMUL, BCPS_GL(NS).NQSMF, BCPS_GL(NS).NQSERQ,   BCPS_GL(NS).NCSERQ(1), BCPS_GL(NS).NCSERQ(2), BCPS_GL(NS).NCSERQ(3), BCPS_GL(NS).NCSERQ(4), BCPS_GL(NS).NCSERQ(5),  &
1377:           BCPS_GL(NS).NCSERQ(6), BCPS_GL(NS).NCSERQ(7), BCPS_GL(NS).QWIDTH,   BCPS_GL(NS).QFACTOR,  BCPS_GL(NS).GRPID
1378:         if( ISO > 0 ) GOTO 100"
B1,B1-7,models/EFDC/source-analysis/efdc_boundary_conditions.md,110,REVIEW_ONLY,REVIEW_ONLY,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:870-889
870:   !C16*  READ SURFACE ELEVATION OR PRESSURE BOUNDARY CONDITION parameterS
871:   NCARD = '16'
872:   ! *** ********************************************************
873:   if( process_id == master_id )then
874:     call SEEK('C16',0)
875:     read(1,*,IOSTAT = ISO) NPBS, NPBW, NPBE, NPBN, NPFOR_Readin, NPFORT, NPSER, PDGINIT
876: 
877:     write(mpi_efdc_out_unit,1002) NCARD
878:     write(mpi_efdc_out_unit,*) NPBS, NPBW, NPBE, NPBN, NPFOR_Readin, NPFORT, NPSER, PDGINIT
879:     if( ISO > 0 ) GOTO 100
880:   endif
881: 
882:   call Broadcast_Scalar(NPBS        , master_id)
883:   call Broadcast_Scalar(NPBW        , master_id)
884:   call Broadcast_Scalar(NPBE        , master_id)
885:   call Broadcast_Scalar(NPBN        , master_id)
886:   call Broadcast_Scalar(NPFOR_Readin, master_id)
887:   call Broadcast_Scalar(NPFORT      , master_id)
888:   call Broadcast_Scalar(NPSER       , master_id)
889:   call Broadcast_Scalar(PDGINIT     , master_id)"
B1,B1-8,models/EFDC/source-analysis/efdc_boundary_conditions.md,137,REVIEW_ONLY,REVIEW_ONLY,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:3656-3689
3656:   ! *** OPEN FILE MODCHAN.INP TO INSERT SUBGRID CHANNELS INTO HOST CELLS
3657:   MDCHH = 0
3658:   if( ISCHAN > 0 )then
3659:     if( process_id == master_id )then
3660:       write(*,'(A)')'READING MODCHAN.INP'
3661:       open(1,FILE = 'modchan.inp',STATUS = 'UNKNOWN')
3662: 
3663:       ! *** SKIP OVER TITLE AND AND HEADER LINES
3664:       STR = READSTR(1)
3665:       if( ISCHAN == 1 )then
3666:         read(1,*) MDCHH, ldum, ldum
3667:         read(1,*) ldum, ldum, QCHERR
3668:         if( MDCHH >= 1 )then
3669:           do NMD = 1,MDCHH
3670:             read(1,*)MDCHTYP(NMD),IMDCHH(NMD),JMDCHH(NMD),IMDCHU(NMD),JMDCHU(NMD),IMDCHV(NMD),JMDCHV(NMD)
3671:             QCHANU(NMD) = 0.
3672:             QCHANUN(NMD) = 0.
3673:             QCHANV(NMD) = 0.
3674:             QCHANVN(NMD) = 0.
3675:           enddo
3676:         endif
3677:       endif
3678:       if( ISCHAN == 2 )then
3679:         read(1,*) MDCHH, ldum, ldum
3680:         read(1,*) ldum, ldum, QCHERR
3681:         if( MDCHH >= 1 )then
3682:           do NMD = 1,MDCHH
3683:             read(1,*)MDCHTYP(NMD),IMDCHH(NMD),JMDCHH(NMD),IMDCHU(NMD),JMDCHU(NMD),IMDCHV(NMD),JMDCHV(NMD),CHANLEN(NMD),PMDCH(NMD)
3684:             QCHANU(NMD) = 0.
3685:             QCHANUN(NMD) = 0.
3686:             QCHANV(NMD) = 0.
3687:             QCHANVN(NMD) = 0.
3688:           enddo
3689:         endif"
B1,B1-9,models/EFDC/source-analysis/efdc_boundary_conditions.md,152,REVIEW_ONLY,REVIEW_ONLY,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:732-754
732:   !C14*  READ TIDAL & ATMOSPHERIC FORCING, GROUND WATER AND SUBGRID CHANNEL parameterS
733:   NCARD = '14'
734:   ! *** ********************************************************
735:   if( process_id == master_id )then
736:     call SEEK('C14',0)
737:     read(1,*,IOSTAT = ISO) MTIDE, NWSER, NASER, ISGWIT, ISCHAN, ISWAVE, ITIDASM, ISPERC, ISBODYF, ISPNHYDS, ISPROPWASH
738: 
739:     write(mpi_efdc_out_unit,1002) NCARD
740:     write(mpi_efdc_out_unit,*) MTIDE, NWSER, NASER, ISGWIT, ISCHAN, ISWAVE, ITIDASM, ISPERC, ISBODYF, ISPNHYDS, ISPROPWASH
741:     if( ISO > 0 ) GOTO 100
742:   endif
743: 
744:   call Broadcast_Scalar(MTIDE     , master_id)
745:   call Broadcast_Scalar(NWSER     , master_id)
746:   call Broadcast_Scalar(NASER     , master_id)
747:   call Broadcast_Scalar(ISGWIT    , master_id)
748:   call Broadcast_Scalar(ISCHAN    , master_id)
749:   call Broadcast_Scalar(ISWAVE    , master_id)
750:   call Broadcast_Scalar(ITIDASM   , master_id)
751:   call Broadcast_Scalar(ISPERC    , master_id)
752:   call Broadcast_Scalar(ISBODYF   , master_id)
753:   call Broadcast_Scalar(ISPNHYDS  , master_id)
754:   call Broadcast_Scalar(ISPROPWASH, master_id)"
B1,B1-10,models/EFDC/source-analysis/efdc_boundary_conditions.md,157,REVIEW_ONLY,REVIEW_ONLY,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:980-1005
980:           do M = 1,MTIDE
981:             if( NPFORS == 0) exit
982:             RAD = PI2*PFPH(NPFORS,M)/TCP(M)
983:             AMP = G*PFAM(NPFORS,M)
984:             PCBS_GL(L,M) = AMP*COS(RAD)
985:             PSBS_GL(L,M) = AMP*SIN(RAD)
986:           enddo
987:         enddo
988: 
989:       elseif( NPFORT == 1 )then
990:         do L = 1,NPBS
991:           read(1,*,IOSTAT = ISO) IPBS_GL(L), JPBS_GL(L), ISPBS_GL(L), ISPRS_GL(L), NPFORS, NPSERS_GL(L), NPSERS1_GL(L), TPCOORDS_GL(L)
992: 
993:           write(mpi_efdc_out_unit,1002) NCARD
994:           write(mpi_efdc_out_unit,*) IPBS_GL(L), JPBS_GL(L), ISPBS_GL(L), ISPRS_GL(L), NPFORS, NPSERS_GL(L), NPSERS1_GL(L), TPCOORDS_GL(L)
995:           if( ISO > 0 ) GOTO 100
996:           do M = 1,MTIDE
997:             if( NPFORS == 0) exit
998:             PCBS_GL(L,M) = CPFAM0(NPFORS,M)+TPCOORDS_GL(L)*CPFAM1(NPFORS,M) + TPCOORDS_GL(L)*TPCOORDS_GL(L)*CPFAM2(NPFORS,M)
999:             PSBS_GL(L,M) = SPFAM0(NPFORS,M)+TPCOORDS_GL(L)*SPFAM1(NPFORS,M) + TPCOORDS_GL(L)*TPCOORDS_GL(L)*SPFAM2(NPFORS,M)
1000:             TMPAMP = SQRT(PCBS(L,M)*PCBS(L,M)+PSBS_GL(L,M)*PSBS_GL(L,M))
1001:             TMPPHS = ATAN2(PSBS_GL(L,M),PCBS_GL(L,M))
1002:             TMPPHS = TMPPHS*TCP(M)/PI2
1003:             if( TMPPHS<0.0)TMPPHS = TMPPHS+TCP(M)
1004:             PCBS_GL(L,M) = G*PCBS_GL(L,M)
1005:             PSBS_GL(L,M) = G*PSBS_GL(L,M)"
B1,B1-11,models/EFDC/source-analysis/efdc_ice.md,19,REVIEW_ONLY,REVIEW_ONLY,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:7000-7024
7000:   ! *** Read in externally specified ice cover from the file ISER.INP
7001:   if( ISICE == 1 .and. NISER >= 1 )then
7002:     if( process_id == master_id )then
7003:       write(*,'(A)')'READING ISER.INP'
7004:       open(1,FILE = 'iser.inp')
7005:       STR = READSTR(1)
7006: 
7007:       do NS = 1,NISER
7008:         RICECOVT(NS) = 0.
7009:         RICETHKT(NS) = 0.
7010:         MITLAST(NS)  = 2
7011: 
7012:         read(1,*,IOSTAT = ISO) M,TSICE(NS).TMULT,TOFFSET,RMULADJCOV
7013:         if( ISO > 0 ) CALL STOPP('ISER.INP: READING ERROR')
7014: 
7015:         do M = 1,TSICE(NS).NREC
7016:           ! *** TSICE(NS).VAL(M,1) ice on/off flag.
7017:           ! *** TSICE(NS).VAL(M,2) is ice thickness, a legacy approach that was never used in EFDC
7018:           read(1,*,IOSTAT = ISO) TSICE(NS).TIM(M),TSICE(NS).VAL(M,1)
7019: 
7020:           if( TSICE(NS).VAL(M,1) > 0.0 )then    ! *** VAL(M,2) is not used, for display only
7021:             TSICE(NS).VAL(M,2) = RICETHK0       ! *** VAL(M,2) is not used, for display only
7022:           else                                  ! *** VAL(M,2) is not used, for display only
7023:             TSICE(NS).VAL(M,2) = 0.0            ! *** VAL(M,2) is not used, for display only
7024:           endif                                 ! *** VAL(M,2) is not used, for display only

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:7034-7042
7034: 
7035:       close(1)
7036:     endif
7037: 
7038:   elseif( ISICE == 2 )then
7039:     if( process_id == master_id )then
7040:       write(*,'(A)')'READING ISTAT.INP'
7041:       open(1,FILE = 'istat.inp')
7042:       STR = READSTR(1)

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:7068-7074
7068:   if( ISICE == 1 .and. NISER > 1 )then
7069:     ! *** Read ice time series weighting
7070:     if(process_id == master_id )then
7071:       write(*,'(A)')'READING ICEMAP.INP'
7072:       open(1,FILE = 'icemap.inp')
7073:       STR = READSTR(1)
7074:       read(1,*) NICEMAP

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:7093-7099
7093:         RICEWHT(:,L,:) = RICEWHT_GLOBAL(:,LG,:)
7094:       endif
7095:     enddo
7096: 
7097:     if( process_id == master_id )then
7098:       close(1)
7099:     endif"
B1,B1-12,models/EFDC/source-analysis/efdc_ice.md,128,REVIEW_ONLY,REVIEW_ONLY,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:7000-7031
7000:   ! *** Read in externally specified ice cover from the file ISER.INP
7001:   if( ISICE == 1 .and. NISER >= 1 )then
7002:     if( process_id == master_id )then
7003:       write(*,'(A)')'READING ISER.INP'
7004:       open(1,FILE = 'iser.inp')
7005:       STR = READSTR(1)
7006: 
7007:       do NS = 1,NISER
7008:         RICECOVT(NS) = 0.
7009:         RICETHKT(NS) = 0.
7010:         MITLAST(NS)  = 2
7011: 
7012:         read(1,*,IOSTAT = ISO) M,TSICE(NS).TMULT,TOFFSET,RMULADJCOV
7013:         if( ISO > 0 ) CALL STOPP('ISER.INP: READING ERROR')
7014: 
7015:         do M = 1,TSICE(NS).NREC
7016:           ! *** TSICE(NS).VAL(M,1) ice on/off flag.
7017:           ! *** TSICE(NS).VAL(M,2) is ice thickness, a legacy approach that was never used in EFDC
7018:           read(1,*,IOSTAT = ISO) TSICE(NS).TIM(M),TSICE(NS).VAL(M,1)
7019: 
7020:           if( TSICE(NS).VAL(M,1) > 0.0 )then    ! *** VAL(M,2) is not used, for display only
7021:             TSICE(NS).VAL(M,2) = RICETHK0       ! *** VAL(M,2) is not used, for display only
7022:           else                                  ! *** VAL(M,2) is not used, for display only
7023:             TSICE(NS).VAL(M,2) = 0.0            ! *** VAL(M,2) is not used, for display only
7024:           endif                                 ! *** VAL(M,2) is not used, for display only
7025:           if( ISO > 0 ) CALL STOPP('ISER.INP: READING ERROR')
7026:         enddo
7027: 
7028:         do M = 1,TSICE(NS).NREC
7029:           TSICE(NS).TIM(M)   = TSICE(NS).TIM(M) + TOFFSET
7030:           TSICE(NS).VAL(M,1) = RMULADJCOV*TSICE(NS).VAL(M,1)
7031:         enddo"
B1,B1-13,models/EFDC/source-analysis/efdc_dispersion.md,23,NO_ACTION,NO_ACTION,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:621-621
621:     read(1,*,IOSTAT = ISO) AHO, AHD, AVO, ABO, AVMX, ABMX, VISMUD, AVCON, ZBRWALL"
B1,B1-14,models/EFDC/source-analysis/efdc_dispersion.md,23,REVIEW_ONLY,REVIEW_ONLY,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:3722-3745
3722:   ! *** ENABLE SPATIALLY VARIABLE BACKGROUND AHO
3723:   if( AHO < 0. )then
3724:     AHMAX = ABS(AHO)
3725:     AHMIN = 1.0E32
3726:     do L = 2,LA
3727:       AHOXY(L) = ABS(AHO)*DXP(L)*DYP(L)
3728:       AHMAX    = max(AHOXY(L),AHMAX)
3729:       AHMIN    = min(AHOXY(L),AHMIN)
3730:     enddo
3731: 
3732:     if( process_id == master_id )then
3733:       PRINT '(A,2E16.5)','VARIABLE AHO USED (MIN,MAX): ', AHMIN, AHMAX
3734:     endif
3735: 
3736:   else
3737:     AHOXY = AHO
3738:   endif
3739: 
3740:   ! *** SMAGORINSKY AND BACKGROUND DIFFUSIVITY
3741:   ! *** Constant and/or default values
3742:   AHO = ABS(AHO)
3743: 
3744:   ! *** ENABLE SPATIALLY VARIABLE SMAGORINSKY AND BACKGROUND DIFFUSIVITY
3745:   if( AHD < 0. )then

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:3761-3786
3761:       do LL = 2,LA_Global
3762:         read(1,*,END = 200) LG, ITMP, JTMP, T1, T2
3763: 
3764:         R2D_Global(LG,1) = T1
3765:         R2D_Global(LG,2) = T2
3766:       enddo
3767: 200   close(1)
3768:     endif
3769: 
3770:     call Broadcast_Array(R2D_Global, master_id)
3771: 
3772:     ! *** Map to Local Domain
3773:     do LG = 2,LA_GLOBAL
3774:       L = Map2Local(LG).LL
3775:       if( L > 1 )then
3776:         if( R2D_Global(LG,1) < 0. )then
3777:           AHOXY(L) = ABS(R2D_Global(LG,1))*DXP(L)*DYP(L)
3778:         else
3779:           AHOXY(L) = R2D_Global(LG,1)
3780:         endif
3781:         AHDXY(L) = R2D_Global(LG,2)
3782: 
3783:         AHMAX = max(AHOXY(L),AHMAX)
3784:         AHMIN = min(AHOXY(L),AHMIN)
3785:         ADMAX = max(AHDXY(L),ADMAX)
3786:         ADMIN = min(AHDXY(L),ADMIN)

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:3789-3795
3789:     deallocate(R2D_Global)
3790: 
3791:     AHD = ABS(AHD)
3792:     PRINT '(A,4E12.4)','VARIABLE AHO & AHD USED (MIN,MAX): ',AHMIN,AHMAX,ADMIN,ADMAX
3793:   else
3794:     AHDXY = AHD       ! *** Constant value
3795:   endif"
B1,B1-15,models/EFDC/source-analysis/efdc_dispersion.md,239,NO_ACTION,NO_ACTION,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:621-621
621:     read(1,*,IOSTAT = ISO) AHO, AHD, AVO, ABO, AVMX, ABMX, VISMUD, AVCON, ZBRWALL

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:3736-3742
3736:   else
3737:     AHOXY = AHO
3738:   endif
3739: 
3740:   ! *** SMAGORINSKY AND BACKGROUND DIFFUSIVITY
3741:   ! *** Constant and/or default values
3742:   AHO = ABS(AHO)"
B1,B1-16,models/EFDC/source-analysis/efdc_dispersion.md,240,NO_ACTION,NO_ACTION,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:621-621
621:     read(1,*,IOSTAT = ISO) AHO, AHD, AVO, ABO, AVMX, ABMX, VISMUD, AVCON, ZBRWALL"
B1,B1-17,models/EFDC/source-analysis/efdc_dispersion.md,240,REVIEW_ONLY,REVIEW_ONLY,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:3789-3795
3789:     deallocate(R2D_Global)
3790: 
3791:     AHD = ABS(AHD)
3792:     PRINT '(A,4E12.4)','VARIABLE AHO & AHD USED (MIN,MAX): ',AHMIN,AHMAX,ADMIN,ADMAX
3793:   else
3794:     AHDXY = AHD       ! *** Constant value
3795:   endif"
B2,B2-1,models/EFDC/source-analysis/efdc_dispersion.md,241,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:618-625; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:635-636
B2,B2-2,models/EFDC/source-analysis/efdc_dispersion.md,256,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:3722-3729; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:3744-3746; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:3755-3781; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:3789-3795
B2,B2-3,models/EFDC/source-analysis/efdc_hydraulic_structures.md,21,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:1352-1364; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:1607-1616; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:1661-1669; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:1702-1714; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:6344-6348; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:6667-6671
B2,B2-4,models/EFDC/source-analysis/efdc_wetdry.md,19,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:543-571
B2,B2-5,models/EFDC/source-analysis/efdc_wetdry.md,45,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:543-571
B2,B2-6,models/EFDC/source-analysis/efdc_vertical.md,20,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:513-525
B2,B2-7,models/EFDC/source-analysis/efdc_vertical.md,20,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:527-540
B2,B2-8,models/EFDC/source-analysis/efdc_vertical.md,30,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:513-525
B2,B2-9,models/EFDC/source-analysis/efdc_vertical.md,31,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:527-540
B2,B2-10,models/EFDC/source-analysis/efdc_turbulence.md,22,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:617-685
B2,B2-11,models/EFDC/source-analysis/efdc_turbulence.md,67,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:618-636
B2,B2-12,models/EFDC/source-analysis/efdc_turbulence.md,107,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:641-661
B2,B2-13,models/EFDC/source-analysis/efdc_turbulence.md,115,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:666-685
B2,B2-14,models/EFDC/source-analysis/efdc-tidal-forcing-conventions-v12.md,28,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:906-918
B2,B2-15,models/EFDC/source-analysis/efdc-tidal-forcing-conventions-v12.md,28,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:972-1005
B2,B2-16,models/EFDC/source-analysis/efdc_transport_scheme.md,65,UPDATE_REQUIRED,UPDATE_REQUIRED,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:303-321
C1,C1-1,models/EFDC/source-analysis/efdc_boundary_conditions.md,21,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/setbcs.f90:203-209; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/setbcs.f90:449-476
C1,C1-2,models/EFDC/source-analysis/efdc_ice.md,21,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Transport/mod_heat.f90:405-420
